date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:25:09	502/502	---M--	200	added ('OK')	image/png	etag:%221f6-684af29e-585f445d06ef8b4c;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/logo/favicon.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/logo/favicon.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:11	433/433	---M-Z	200	added ('OK')	image/svg+xml	etag:%221b1-684af29c-d8c02bdf6f031ae1;gz%22	https://wpriverthemes.com/HTML/jayden/asset/icons/dashboard.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/icons/dashboard.svg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:12	90326/90326	---M-Z	200	added ('OK')	text/html	etag:%22160d6-684af29c-51aebb1efbde9840;gz%22	https://wpriverthemes.com/HTML/jayden/home2-v2.html	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/home2-v2.html	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:13	90326/90326	---M-Z	200	added ('OK')	text/html	etag:%22160d6-684af29b-7ceed5dc14c2088c;gz%22	https://wpriverthemes.com/HTML/jayden/home2-v3.html	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/home2-v3.html	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:14	90326/90326	---M-Z	200	added ('OK')	text/html	etag:%22160d6-684af29c-fb0d25fa30b0030e;gz%22	https://wpriverthemes.com/HTML/jayden/home2-v4.html	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/home2-v4.html	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:14	90171/90171	---M-Z	200	added ('OK')	text/html	etag:%221603b-684af29c-e9bc1eabbe83dd1f;gz%22	https://wpriverthemes.com/HTML/jayden/home2-v5.html	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/home2-v5.html	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:15	90326/90326	---M-Z	200	added ('OK')	text/html	etag:%22160d6-684af29c-fb9c5b50bf24af0;gz%22	https://wpriverthemes.com/HTML/jayden/home2-v6.html	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/home2-v6.html	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:15	4401/4401	---M-Z	200	added ('OK')	image/svg+xml	etag:%221131-684af29e-ed833ca2c316df3d;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/logo/logo.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/logo/logo.svg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:16	91801/91801	---M--	200	added ('OK')	image/png	etag:%2216699-684af570-1a81ff3516216112;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-full.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-full.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:30	9423/9423	---M--	200	added ('OK')	image/png	etag:%2224cf-684af29c-9ac15709f398e6a0;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/signature-1.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/signature-1.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:31	3735/3735	---M--	200	added ('OK')	image/png	etag:%22e97-684af29e-571f2bea39ab9ff6;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-3.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-3.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:32	3877/3877	---M--	200	added ('OK')	image/png	etag:%22f25-684af29e-b43d9d9c6ec72f1c;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-4.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-4.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:32	3808/3808	---M--	200	added ('OK')	image/png	etag:%22ee0-684af29e-bf0a93c19c1445e2;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-5.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-5.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:33	41491/41491	---M--	200	added ('OK')	image/jpeg	etag:%22a213-684af29c-9192bab34a22d626;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/works-4.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/works-4.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:34	1680820/1680820	---M--	200	added ('OK')	video/mp4	etag:%2219a5b4-684af29e-7d785fcd294315e5;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/bg-3d/video-6.mp4	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/bg-3d/video-6.mp4	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:34	35981/35981	---M--	200	added ('OK')	image/jpeg	etag:%228c8d-684af29c-b91cd7034bcc2b40;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/works-5.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/works-5.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:35	339905/339905	---M--	200	added ('OK')	image/jpeg	etag:%2252fc1-684af29c-5deb4b04205a0272;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/works-6.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/works-6.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:36	40300/40300	---M--	200	added ('OK')	image/jpeg	etag:%229d6c-684af29c-fcdc969e55a07095;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/playground-1.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/playground-1.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:36	57771/57771	---M--	200	added ('OK')	image/jpeg	etag:%22e1ab-684af29c-d51565df9df7fd5d;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/playground-3.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/playground-3.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:36	70825/70825	---M--	200	added ('OK')	image/jpeg	etag:%22114a9-684af29c-d029478751f5d82d;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/playground-2.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/playground-2.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:37	84071/84071	---M--	200	added ('OK')	image/jpeg	etag:%2214867-684af29c-a6b7f2ed3a97e09e;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/playground-4.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/playground-4.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:37	2760/2760	---M--	200	added ('OK')	image/png	etag:%22ac8-684af29c-8f702f2bead03fef;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/figma.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/figma.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:37	2811/2811	---M--	200	added ('OK')	image/png	etag:%22afb-684af29c-fc9b01fda77e5448;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/loom.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/loom.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:38	1513/1513	---M--	200	added ('OK')	image/png	etag:%225e9-684af29c-936c341c90744475;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/framer.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/framer.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:39	2318/2318	---M--	200	added ('OK')	image/png	etag:%2290e-684af29c-255d2ed261f62aee;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/slack.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/slack.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:42	2083/2083	---M--	200	added ('OK')	image/png	etag:%22823-684af29c-b99e414a67226d6b;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/monday.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/monday.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:43	2085/2085	---M--	200	added ('OK')	image/png	etag:%22825-684af29e-5d1a5e8eba57da71;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-1.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-1.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:43	1596/1596	---M--	200	added ('OK')	image/png	etag:%2263c-684af29e-572587e631bbf3ff;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-2.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-2.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:44	1719/1719	---M--	200	added ('OK')	image/png	etag:%226b7-684af29e-a1b1ad4e14bc9f0b;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-3.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-3.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:44	1270/1270	---M--	200	added ('OK')	image/png	etag:%224f6-684af29e-10b25bfa6885d3ce;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-4.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-4.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:44	1735/1735	---M--	200	added ('OK')	image/png	etag:%226c7-684af29e-c9622f9aae5f0ab0;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-5.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-5.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:45	1210/1210	---M--	200	added ('OK')	image/png	etag:%224ba-684af29e-614dbeda673cd4cc;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-6.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-6.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:45	1312/1312	---M--	200	added ('OK')	image/png	etag:%22520-684af29e-226fc88c0750b6ee;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-7.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-7.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:46	43233/43233	---M--	200	added ('OK')	image/jpeg	etag:%22a8e1-684af29e-5be40831a566bd91;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-2.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-2.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:47	205372/205372	---M--	200	added ('OK')	image/jpeg	etag:%223223c-684af29e-4f6f617b9ceb9be9;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-4.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-4.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:48	168651/168651	---M--	200	added ('OK')	image/jpeg	etag:%22292cb-684af29e-3a1fc9e078ba0258;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-3.jpg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-3.jpg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:49	988/988	---M-Z	200	added ('OK')	image/svg+xml	etag:%223dc-684af29e-721199e77b0884b9;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-8.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-8.svg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:49	1312/1312	---M-Z	200	added ('OK')	image/svg+xml	etag:%22520-684af29e-2b567ee8a1c78bb3;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-9.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-9.svg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:50	605/605	---M-Z	200	added ('OK')	image/svg+xml	etag:%2225d-684af29e-d4deeefa09f14be4;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/partners/partner-10.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/partners/partner-10.svg	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:51	129775/129775	---M-Z	200	added ('OK')	application/x-javascript	etag:%221faef-684af29c-1b52bb698d672bbe;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/bootstrap.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/bootstrap.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:51	168494/168494	---M-Z	200	added ('OK')	application/x-javascript	etag:%222922e-684af29c-5d56ec716a509882;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/jquery.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/jquery.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:51	256971/256971	---M--	200	added ('OK')	image/png	etag:%223ebcb-684af29e-e9aa23a4540efb0;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-1.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/avatar-1.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:51	44104/44104	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ac48-684af29c-48c717168290f8f3;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/jquery.validate.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/jquery.validate.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:51	301193/301193	---M--	200	added ('OK')	image/png	etag:%2249889-684af29c-37dcb7d922b94c79;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/img-bg-2.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/img-bg-2.png	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:52	17366/17366	---M-Z	200	added ('OK')	application/x-javascript	etag:%2243d6-684af29c-41748f29313b83dc;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/lazysize.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/lazysize.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:52	19716/19716	---M-Z	200	added ('OK')	application/x-javascript	etag:%224d04-684af29c-5c23f107b9edb826;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/wow.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/wow.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:53	277181/277181	---M-Z	200	added ('OK')	application/x-javascript	etag:%2243abd-684af29c-aa1402114f9be1a8;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/swiper-bundle.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/swiper-bundle.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:53	10668/10668	---M-Z	200	added ('OK')	application/x-javascript	etag:%2229ac-684af29c-b97d0fe515278654;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/swiper.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/swiper.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:54	129059/129059	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f823-684af29c-49cfe6ff4d3c0d18;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/gsap.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/gsap.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:54	20686/20686	---M-Z	200	added ('OK')	application/x-javascript	etag:%2250ce-684af29c-2abd3230e60f9303;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/Splitetext.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/Splitetext.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:54	73481/73481	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211f09-684af29c-92caa8f4937f10e6;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/ScrollTrigger.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:55	15965/15965	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e5d-684af29c-6051ad8d785c10f2;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/ScrollSmooth.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/ScrollSmooth.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:55	9215/9215	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223ff-684af29c-8c1bcec3e521d0d3;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/handleeffectgsap.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/handleeffectgsap.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:55	12145/12145	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f71-684af29c-2a75a5ba4008f088;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/odometer.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/odometer.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:56	827/827	---M-Z	200	added ('OK')	application/x-javascript	etag:%2233b-684af29c-c8e9dd5f9bbc8040;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/counter.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/counter.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:56	7552/7552	---M-Z	200	added ('OK')	application/x-javascript	etag:%221d80-684af29c-8784956737b489e5;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/infinityslide.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/infinityslide.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:57	94725/94725	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217205-684af29c-a867664463de6643;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/plugin.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/plugin.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:57	13379/13379	---M-Z	200	added ('OK')	application/x-javascript	etag:%223443-684af29c-981a0834672a3531;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/lightbox.min.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/lightbox.min.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:58	14411/14411	---M-Z	200	added ('OK')	application/x-javascript	etag:%22384b-684af29c-65d15c318fd6f0d5;gz%22	https://wpriverthemes.com/HTML/jayden/asset/js/main.js	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/js/main.js	(from https://wpriverthemes.com/HTML/jayden/home2.html)
06:25:58	1557/1557	---M-Z	200	added ('OK')	image/svg+xml	etag:%22615-684af29c-5477f0b50ebe6d2a;gz%22	https://wpriverthemes.com/HTML/jayden/asset/icons/cursor-close.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/icons/cursor-close.svg	(from https://wpriverthemes.com/HTML/jayden/asset/css/styles.css)
06:25:59	102525/102525	---M--	200	added ('OK')	image/png	etag:%221907d-684af29e-58f7f7b8714e6bc3;;;%22	https://wpriverthemes.com/HTML/jayden/asset/images/avatar/bg-avatar.png	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/avatar/bg-avatar.png	(from https://wpriverthemes.com/HTML/jayden/asset/css/styles.css)
06:26:00	1393/1393	---M-Z	200	added ('OK')	image/svg+xml	etag:%22571-684af29c-2bd78efa66fae225;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/step1.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/step1.svg	(from https://wpriverthemes.com/HTML/jayden/asset/css/styles.css)
06:26:00	1586/1586	---M-Z	200	added ('OK')	image/svg+xml	etag:%22632-684af29c-73a8b901afdbfd4b;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/step2.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/step2.svg	(from https://wpriverthemes.com/HTML/jayden/asset/css/styles.css)
06:26:01	3106/3106	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c22-684af29c-23d7d98eca46cd5d;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/step3.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/step3.svg	(from https://wpriverthemes.com/HTML/jayden/asset/css/styles.css)
06:26:01	2493/2493	---M-Z	200	added ('OK')	image/svg+xml	etag:%229bd-684af29c-10a1ab3ac3723efb;gz%22	https://wpriverthemes.com/HTML/jayden/asset/images/section/step4.svg	C:/My%20Web%20Sites/personal%20portfolio/wpriverthemes.com/HTML/jayden/asset/images/section/step4.svg	(from https://wpriverthemes.com/HTML/jayden/asset/css/styles.css)
